Id;f8;f8ket;f504;f504ket;f502;f505;f5a1;f5a1ket;f1101;f1101ket;f5b;f5c;f5cket;f5d;f5dket;f18a;f18aket;f18b;f18bket;f18d;f1201;f1201ket;f14;f14ket;f15;f15ket;f1761;f1762;f1762ket;f1761ket;f1763;f1763ket;f1764;f1764ket;f1765;f1765ket;f1766;f1766ket;f1767;f1767ket;f1768;f1768ket;f1769;f1769ket;f1770;f1770ket;f1773;f1773ket;f1774;f1774ket;f1771;f1771ket;f1772;f1772ket;f21;f22;f23;f24;f25;f26;f27;f21ket;f22ket;f23ket;f24ket;f25ket;f26ket;f27ket;f301;f302;f303;f401;f401ket;f402;f402ket;f403;f403ket;f404;f404ket;f405;f405ket;f406;f406ket;f407;f407ket;f408;f408ket;f409;f409ket;f410;f410ket;f411;f411ket;f412;f412ket;f413;f413ket;f414;f414ket
ID-268;1.0;Bekerja (full time / part time);2.0;Tidak;-3.0;5000000.0;;;2.0;BUMN/BUMD;PT. Perusahaan Gas Negara (Persero) Tbk;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;2.0;Erat;3.0;Setingkat Lebih Rendah;4.0;5.0;Sangat Tinggi;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;4.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;2;5;4;3;4;4;4;Besar;Tidak Sama Sekali;Kurang Besar;Cukup Besar;Kurang Besar;Kurang Besar;Kurang Besar;4.0;4.0;4.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak
ID-269;1.0;Bekerja (full time / part time);2.0;Tidak;6.0;3000000.0;;;1.0;Instansi pemerintah;Kementerian Hukum dan HAM;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;2.0;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3;3;5;3;3;4;4;Cukup Besar;Cukup Besar;Tidak Sama Sekali;Cukup Besar;Cukup Besar;Kurang Besar;Kurang Besar;2.0;6.0;6.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-270;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;3;4;4;3;3;Kurang Besar;Besar;Cukup Besar;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;4.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-271;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;4;1;1;1;Kurang Besar;Besar;Besar;Kurang Besar;Sangat Besar;Sangat Besar;Sangat Besar;3.0;3.0;3.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-272;1.0;Bekerja (full time / part time);2.0;Tidak;15.0;6500000.0;;;5.0;Perusahaan swasta;PT. Indah Jaya;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;3.0;Setingkat Lebih Rendah;5.0;5.0;Sangat Tinggi;Sangat Tinggi;2.0;Rendah;2.0;Rendah;5.0;Sangat Tinggi;3.0;Cukup Tinggi;2.0;Rendah;2.0;Rendah;4.0;Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Rendah;2.0;Rendah;2.0;Rendah;2;4;4;2;3;2;4;Besar;Kurang Besar;Kurang Besar;Besar;Cukup Besar;Besar;Kurang Besar;4.0;1.0;1.0;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak
ID-273;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;4.0;Beasiswa PPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;1;3;3;3;Sangat Besar;Cukup Besar;Kurang Besar;Sangat Besar;Cukup Besar;Cukup Besar;Cukup Besar;2.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak
ID-274;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;5.0;Beasiswa AFIRMASI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;3;3;5;2;Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Tidak Sama Sekali;Besar;6.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-275;1.0;Bekerja (full time / part time);1.0;Ya;16.0;6000000.0;;;4.0;Organisasi non-profit/Lembaga Swadaya Masyarakat;Doctors Without Borders (Médecins Sans Frontières);;;3.0;Multinasional/Internasional;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;2.0;Tingkat yang Sama;3.0;4.0;Tinggi;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;1.0;Sangat Rendah;4.0;Tinggi;2.0;Rendah;4.0;Tinggi;1.0;Sangat Rendah;2.0;Rendah;5.0;Sangat Tinggi;5.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4;2;4;5;4;3;4;Kurang Besar;Besar;Kurang Besar;Tidak Sama Sekali;Kurang Besar;Cukup Besar;Kurang Besar;6.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya
ID-276;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;4;1;4;4;4;Kurang Besar;Cukup Besar;Kurang Besar;Sangat Besar;Kurang Besar;Kurang Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-277;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;5;2;3;3;Besar;Cukup Besar;Cukup Besar;Tidak Sama Sekali;Besar;Cukup Besar;Cukup Besar;1.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-278;1.0;Bekerja (full time / part time);1.0;Ya;16.0;6000000.0;;;4.0;Organisasi non-profit/Lembaga Swadaya Masyarakat;Care International;;;3.0;Multinasional/Internasional;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;3.0;Setingkat Lebih Rendah;4.0;5.0;Sangat Tinggi;Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;2.0;Rendah;4.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;2.0;Rendah;3.0;Cukup Tinggi;4.0;Rendah;5.0;Sangat Tinggi;2.0;Rendah;4;4;2;4;4;3;3;Kurang Besar;Kurang Besar;Besar;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;4.0;1.0;1.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-279;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;3;3;2;3;Sangat Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Cukup Besar;1.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-280;1.0;Bekerja (full time / part time);1.0;Ya;6.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Keuangan;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;1.0;Sangat Erat;3.0;Setingkat Lebih Rendah;5.0;5.0;Sangat Tinggi;Sangat Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;1.0;Sangat Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;2;2;3;2;1;2;3;Besar;Besar;Cukup Besar;Besar;Sangat Besar;Besar;Cukup Besar;1.0;6.0;6.0;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-281;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;4.0;Beasiswa PPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;4;4;5;3;4;Kurang Besar;Besar;Kurang Besar;Kurang Besar;Tidak Sama Sekali;Cukup Besar;Kurang Besar;5.0;0.0;;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya
ID-282;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;1.0;Biaya Sendiri;1.0;Universitas Indonesia (UI);2023-08-13 00:00:00;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;3;3;3;Besar;Tidak Sama Sekali;Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-283;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;4;2;1;3;Kurang Besar;Cukup Besar;Sangat Besar;Kurang Besar;Besar;Sangat Besar;Cukup Besar;4.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-284;1.0;Bekerja (full time / part time);1.0;Ya;10.0;7000000.0;;;6.0;Wiraswasta/perusahaan sendiri;Anugerah Makmur Jaya;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;2.0;Rendah;2.0;Rendah;2.0;Rendah;5.0;Sangat Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;1.0;Tinggi;2.0;Rendah;4.0;Tinggi;2;4;4;4;4;5;3;Besar;Kurang Besar;Kurang Besar;Kurang Besar;Kurang Besar;Tidak Sama Sekali;Cukup Besar;1.0;6.0;6.0;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya
ID-285;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;3;2;4;2;3;Sangat Besar;Kurang Besar;Cukup Besar;Besar;Kurang Besar;Besar;Cukup Besar;5.0;3.0;3.0;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak
ID-286;1.0;Bekerja (full time / part time);1.0;Ya;3.0;3000000.0;;;1.0;Instansi pemerintah;Kementerian Energi dan Sumber Daya Mineral;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;5.0;Sangat Tinggi;2.0;Rendah;1.0;Sangat Rendah;3.0;Cukup Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Rendah;1.0;Sangat Rendah;2.0;Rendah;1;4;3;3;5;3;4;Sangat Besar;Kurang Besar;Cukup Besar;Cukup Besar;Tidak Sama Sekali;Cukup Besar;Kurang Besar;5.0;3.0;3.0;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak
ID-287;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;2.0;Beasiswa ADIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;1;5;2;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Sangat Besar;Tidak Sama Sekali;Besar;4.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-288;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-289;3.0;Wiraswasta;;;;;;;;;;1.0;Founder (Pendiri);;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;3;2;4;2;Besar;Kurang Besar;Cukup Besar;Cukup Besar;Besar;Kurang Besar;Besar;0.0;0.0;;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-290;1.0;Bekerja (full time / part time);1.0;Ya;12.0;6000000.0;;;3.0;Institusi/Organisasi Multilateral;Organisasi Kesehatan Dunia (WHO);;;3.0;Multinasional/Internasional;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;1.0;Setingkat Lebih Tinggi;2.0;3.0;Cukup Tinggi;Rendah;2.0;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;5.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;5;4;3;5;4;3;4;Tidak Sama Sekali;Kurang Besar;Cukup Besar;Tidak Sama Sekali;Kurang Besar;Cukup Besar;Kurang Besar;1.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-291;1.0;Bekerja (full time / part time);1.0;Ya;14.0;8500000.0;;;7.0;Lainnya, tuliskan;Lainnya;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;4.0;Kurang Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;4.0;Tinggi;1.0;Sangat Rendah;4.0;Tinggi;2.0;Rendah;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;2;3;3;3;3;1;3;Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Sangat Besar;Cukup Besar;5.0;3.0;3.0;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-292;1.0;Bekerja (full time / part time);1.0;Ya;6.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Pertahanan;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;3.0;Setingkat Lebih Rendah;4.0;5.0;Sangat Tinggi;Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Tinggi;2.0;Rendah;4.0;Tinggi;2;2;2;5;1;3;3;Besar;Besar;Besar;Tidak Sama Sekali;Sangat Besar;Cukup Besar;Cukup Besar;4.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-293;1.0;Bekerja (full time / part time);2.0;Tidak;5.0;4000000.0;;;1.0;Instansi pemerintah;Kementerian Perdagangan;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;1.0;Sangat Erat;3.0;Setingkat Lebih Rendah;5.0;5.0;Sangat Tinggi;Sangat Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;2.0;Rendah;3.0;Cukup Tinggi;4.0;Rendah;3.0;Cukup Tinggi;2.0;Rendah;4;4;4;4;3;2;2;Kurang Besar;Kurang Besar;Kurang Besar;Kurang Besar;Cukup Besar;Besar;Besar;5.0;4.0;4.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya
ID-294;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;5.0;Universitas Airlangga (UNAIR);2023-07-25 00:00:00;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;4;4;3;5;5;Kurang Besar;Cukup Besar;Kurang Besar;Kurang Besar;Cukup Besar;Tidak Sama Sekali;Tidak Sama Sekali;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya
ID-295;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;4;4;4;Besar;Besar;Besar;Besar;Kurang Besar;Kurang Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-296;1.0;Bekerja (full time / part time);1.0;Ya;16.0;5000000.0;;;2.0;BUMN/BUMD;PT. Krakatau Steel (Persero) Tbk;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;2.0;Erat;1.0;Setingkat Lebih Tinggi;1.0;1.0;Sangat Rendah;Sangat Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2.0;Rendah;2.0;Rendah;2.0;Rendah;3.0;Rendah;4.0;Tinggi;2.0;Rendah;2;4;3;2;4;2;4;Besar;Kurang Besar;Cukup Besar;Besar;Kurang Besar;Besar;Kurang Besar;6.0;1.0;1.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-297;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;1.0;Biaya Sendiri;1.0;Universitas Indonesia (UI);2023-08-18 00:00:00;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;5;1;3;2;4;Sangat Besar;Besar;Tidak Sama Sekali;Sangat Besar;Cukup Besar;Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak
ID-298;3.0;Wiraswasta;;;;;;;;;;2.0;Co-Founder (Co-Pendiri);;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;2;3;3;4;Cukup Besar;Kurang Besar;Besar;Besar;Cukup Besar;Cukup Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-299;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;3.0;Universitas Gadjah Mada (UGM);2023-07-27 00:00:00;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;3;3;1;4;3;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;Sangat Besar;Kurang Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-300;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;1.0;Biaya Sendiri;1.0;Universitas Indonesia (UI);2023-08-28 00:00:00;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;2;1;2;2;Cukup Besar;Cukup Besar;Besar;Besar;Sangat Besar;Besar;Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-301;1.0;Bekerja (full time / part time);2.0;Tidak;-0.0;4000000.0;;;1.0;Instansi pemerintah;Kementerian Luar Negeri;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;2.0;Tingkat yang Sama;3.0;4.0;Tinggi;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;4;2;3;2;4;2;3;Kurang Besar;Besar;Cukup Besar;Besar;Kurang Besar;Besar;Cukup Besar;3.0;3.0;3.0;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-302;1.0;Bekerja (full time / part time);2.0;Tidak;5.0;2500000.0;;;1.0;Instansi pemerintah;Kementerian Hukum dan HAM;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;1.0;Sangat Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Tinggi;4.0;Tinggi;4.0;Tinggi;4;4;3;3;2;4;3;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;Besar;Kurang Besar;Cukup Besar;1.0;6.0;6.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-303;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;1.0;Biaya Sendiri;1.0;Universitas Indonesia (UI);2023-08-11 00:00:00;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;3;4;2;3;Cukup Besar;Sangat Besar;Besar;Cukup Besar;Kurang Besar;Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-304;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;3.0;Universitas Gadjah Mada (UGM);2023-07-28 00:00:00;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;3;3;4;3;Cukup Besar;Cukup Besar;Besar;Cukup Besar;Cukup Besar;Kurang Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
